unit_id,X1_team_size,X2_avg_employee_age,department,role_level,remote_ratio,digital_maturity_score,A_copilot_treatment,Y_observed_productivity_outcome,Y0_no_copilot,Y1_with_copilot,true_treatment_effect,propensity_score
1258,7,39.78,Customer Support,Senior,0.63,0.79,0,63.348,63.348,69.928,6.58,0.7203
1259,4,39.86,Sales,Entry,0.57,0.17,1,66.699,61.359,66.699,5.34,0.3883
1260,9,38.33,Finance,Entry,0.6,0.16,0,65.99,65.99,70.21,4.22,0.573
1261,12,28.32,Sales,Manager,0.62,0.91,0,67.882,67.882,74.702,6.82,0.7277
1262,6,39.89,HR,Mid,0,0.67,1,70.497,65.257,70.497,5.24,0.6475
1263,11,41.76,Legal,Entry,0.35,0.9,1,78.355,72.655,78.355,5.7,0.8806
1264,3,31.41,Engineering,Mid,0.46,0.04,1,58.42,54.44,58.42,3.98,0.1712
1265,10,39.27,Sales,Mid,0.8,0.95,1,77.906,71.006,77.906,6.9,0.8409
1266,7,36.13,Marketing,Mid,0.82,0.92,1,68.492,61.652,68.492,6.84,0.6899
1267,7,31.02,Operations,Senior,0.12,0.43,1,65.762,61.002,65.762,4.76,0.4142
1268,11,25.52,Sales,Mid,0.7,0.31,0,61.801,61.801,67.421,5.62,0.4282
1269,10,40.63,Customer Support,Senior,0.32,0.38,1,74.288,68.528,74.288,5.76,0.7288
1270,12,41.91,Engineering,Entry,0.67,0.17,1,72.252,68.012,72.252,4.24,0.7631
1271,8,31.82,Engineering,Mid,0.84,0.32,1,66.471,61.931,66.471,4.54,0.4383
1272,6,31.85,Operations,Manager,0.33,0.32,1,63.682,59.142,63.682,4.54,0.3531
1273,8,30.71,Marketing,Manager,0.07,0.29,0,61.558,61.558,67.138,5.58,0.4036
1274,11,48.07,Marketing,Senior,0.14,0.26,1,74.989,69.469,74.989,5.52,0.8416
1275,11,46.93,Legal,Senior,0,0.14,1,77.03,72.85,77.03,4.18,0.8022
1276,8,30.87,Sales,Senior,0.3,0.63,1,69.221,62.961,69.221,6.26,0.5251
1277,16,28.92,Finance,Manager,1,0.19,0,71.599,71.599,75.879,4.28,0.679
1278,9,33.1,Customer Support,Manager,0.48,0.77,1,74.133,67.593,74.133,6.54,0.663
1279,5,38.57,Customer Support,Manager,0.8,0.39,0,61.406,61.406,67.186,5.78,0.4794
1280,9,37.17,HR,Mid,0.18,0.56,0,63.93,63.93,68.95,5.02,0.6791
1281,8,20.63,Marketing,Manager,0.06,0.42,0,60.612,60.612,66.452,5.84,0.2469
1282,12,45.69,Operations,Entry,0.8,0.31,1,77.981,73.461,77.981,4.52,0.8463
1283,8,36.44,Customer Support,Entry,0.81,0.58,1,70.757,64.597,70.757,6.16,0.6299
1284,7,38.04,Finance,Mid,0.95,0.31,1,65.818,61.298,65.818,4.52,0.5294
1285,9,37.36,Sales,Manager,0.45,0.37,1,72.239,66.499,72.239,5.74,0.6226
1286,8,27.36,Sales,Senior,0.61,0.57,1,71.915,65.775,71.915,6.14,0.4256
1287,12,23.66,HR,Senior,0.92,0.74,0,69.222,69.222,74.602,5.38,0.5807
1288,8,36.68,Legal,Mid,0.16,0.14,1,67.589,63.409,67.589,4.18,0.4843
1289,4,33.06,Engineering,Senior,0.83,0.69,1,61.53,56.25,61.53,5.28,0.4161
1290,3,38.37,HR,Entry,0.69,0.74,1,66.335,60.955,66.335,5.38,0.5073
1291,10,42.39,Engineering,Entry,0,0.24,0,66.498,66.498,70.878,4.38,0.7213
1292,7,34.27,HR,Manager,0.58,0.99,1,67.192,61.312,67.192,5.88,0.6749
1293,6,37.83,Finance,Mid,0.45,0.71,1,67.836,62.516,67.836,5.32,0.6175
1294,8,43.11,Customer Support,Senior,0.01,0.26,1,68.999,63.479,68.999,5.52,0.6645
1295,8,39.04,Sales,Manager,0,0.53,1,70.424,64.364,70.424,6.06,0.6673
1296,4,27.82,Marketing,Manager,0.01,0.59,1,61.197,55.017,61.197,6.18,0.2789
1297,11,44.78,Operations,Mid,0.81,0.12,1,76.044,71.904,76.044,4.14,0.7647
1298,12,48.56,Legal,Manager,0.13,0.63,0,78.185,78.185,83.345,5.16,0.9177
1299,15,34.92,Operations,Senior,0,0.24,0,68.284,68.284,72.664,4.38,0.7647
1300,12,28.43,Sales,Mid,0.62,0.95,1,74.74,67.84,74.74,6.9,0.7405
1301,14,30.2,Customer Support,Entry,0.71,0.98,0,72.791,72.791,79.751,6.96,0.8334
1302,7,44.21,Engineering,Entry,1,0.43,1,71.842,67.082,71.842,4.76,0.6986
1303,8,34.85,Sales,Senior,0.55,0.08,1,66.461,61.301,66.461,5.16,0.4228
1304,10,26.67,Operations,Entry,0.57,0.93,0,67.475,67.475,73.235,5.76,0.623
1305,10,40.4,Customer Support,Mid,0.32,0.99,1,77.43,70.45,77.43,6.98,0.8608
1306,15,33.64,Operations,Manager,0,0.68,1,76.628,71.368,76.628,5.26,0.8428
1307,10,32.34,Sales,Mid,0.89,0.94,1,77.145,70.265,77.145,6.88,0.7362
1308,5,40.9,Marketing,Senior,0.69,0.83,1,69.041,62.381,69.041,6.66,0.6777
1309,9,36.79,HR,Senior,0.19,0.79,0,65.479,65.479,70.959,5.48,0.7383
1310,9,45.47,Sales,Entry,0.93,0.34,1,74.386,68.706,74.386,5.68,0.7664
1311,13,38.44,Customer Support,Manager,0.03,0.4,1,73.126,67.326,73.126,5.8,0.7957
1312,11,30.47,Legal,Manager,0.98,0.85,1,73.229,67.629,73.229,5.6,0.7135
1313,12,33.77,Legal,Manager,0.69,0.09,0,66.902,66.902,70.982,4.08,0.5807
1314,5,20,Sales,Mid,0.86,0.09,0,54.342,54.342,59.522,5.18,0.1021
1315,12,37.39,Finance,Senior,0.77,0.83,1,77.342,71.782,77.342,5.56,0.8439
1316,12,33.34,Legal,Senior,0.08,0.41,1,74.532,69.812,74.532,4.72,0.6758
1317,14,30.86,Sales,Entry,0.56,0.72,1,77.675,71.235,77.675,6.44,0.7867
1318,12,37.61,Engineering,Entry,0.55,0.04,1,72.059,68.079,72.059,3.98,0.6458
1319,10,23.28,Marketing,Manager,0.09,0.11,0,58.31,58.31,63.53,5.22,0.2788
1320,12,38.17,Finance,Entry,0.94,0.13,1,71.34,67.18,71.34,4.16,0.6851
1321,4,33.35,Marketing,Entry,0.56,0.6,1,64.934,58.734,64.934,6.2,0.392
1322,16,40.42,Finance,Senior,0.48,0.08,1,78.399,74.339,78.399,4.06,0.8361
1323,4,29.95,Customer Support,Mid,0.21,0.07,1,60.01,54.87,60.01,5.14,0.1844
1324,7,32.78,Marketing,Manager,0.6,0.19,0,59.475,59.475,64.855,5.38,0.372
1325,13,36.15,Customer Support,Manager,1.0,0.38,0,72.005,72.005,77.765,5.76,0.755
1326,13,37.86,HR,Senior,0.41,0.72,1,74.747,69.407,74.747,5.34,0.8527
1327,15,38.41,Legal,Entry,0.95,0.69,1,81.016,75.736,81.016,5.28,0.8931
1328,8,29.85,Engineering,Manager,0.93,0.1,0,61.442,61.442,65.542,4.1,0.3244
1329,7,38.83,Marketing,Senior,0.58,0.11,1,68.135,62.915,68.135,5.22,0.4773
1330,10,32.18,Sales,Senior,0.73,0.19,1,69.625,64.245,69.625,5.38,0.4906
1331,6,38.95,Finance,Manager,0.27,0.34,1,65.646,61.066,65.646,4.58,0.5154
1332,11,31.8,HR,Mid,0.48,0.8,1,69.943,64.443,69.943,5.5,0.7235
1333,9,36.86,Customer Support,Entry,0.57,0.67,1,73.321,66.981,73.321,6.34,0.7059
1334,8,39.57,Operations,Mid,0.2,0.67,1,72.127,66.887,72.127,5.24,0.719
1335,8,37.27,Marketing,Entry,0,0.9,1,74.058,67.258,74.058,6.8,0.7415
1336,9,35.73,HR,Manager,1,0.34,1,69.603,65.023,69.603,4.58,0.5772
1337,9,22.36,Sales,Entry,0.71,0.34,0,63.737,63.737,69.417,5.68,0.2907
1338,10,28.39,Sales,Senior,0.47,0.92,0,67.18,67.18,74.02,6.84,0.6555
1339,7,33.14,HR,Manager,0.43,0.59,0,65.293,65.293,70.373,5.08,0.5172
1340,13,35.72,Operations,Mid,0.34,0.91,1,76.506,70.786,76.506,5.72,0.8616
1341,8,37.05,Legal,Manager,0.87,0.71,1,69.103,63.783,69.103,5.32,0.6831
1342,7,31.06,Finance,Manager,0.57,0.27,0,58.061,58.061,62.501,4.44,0.362
1343,4,26.02,Marketing,Senior,0,0.33,1,58.071,52.411,58.071,5.66,0.186
1344,11,36.63,Legal,Senior,0.75,0.43,1,73.042,68.282,73.042,4.76,0.7066
1345,12,28.8,Customer Support,Manager,0.55,0.37,1,72.428,66.688,72.428,5.74,0.5672
1346,13,38.52,Legal,Entry,0.35,0.72,1,77.443,72.103,77.443,5.34,0.86
1347,10,37.41,Operations,Senior,0.41,0.75,1,74.309,68.909,74.309,5.4,0.7716
1348,8,35.88,Customer Support,Mid,0.33,0.69,1,71.789,65.409,71.789,6.38,0.6536
1349,7,40.04,Finance,Mid,0.28,0.92,1,70.413,64.673,70.413,5.74,0.7598
1350,9,35.27,Operations,Senior,0.4,0.8,1,74.218,68.718,74.218,5.5,0.7138
1351,10,23.64,Sales,Senior,0.34,0.56,1,66.417,60.297,66.417,6.12,0.4283
1352,11,38.96,Legal,Entry,0.4,0.87,1,79.735,74.095,79.735,5.64,0.8462
1353,4,22.6,Operations,Manager,0.27,0.02,0,55.027,55.027,58.967,3.94,0.0981
1354,13,37.48,Customer Support,Mid,0.4,0.13,1,77.992,72.732,77.992,5.26,0.7099
1355,14,34.76,Sales,Mid,0.47,0.76,0,74.396,74.396,80.916,6.52,0.8472
1356,9,45.72,Operations,Senior,0.21,0.85,1,77.126,71.526,77.126,5.6,0.8727
1357,8,37.98,Engineering,Manager,0.89,0.43,0,66.004,66.004,70.764,4.76,0.6132
1358,8,38.39,Finance,Mid,0.37,0.19,1,69.955,65.675,69.955,4.28,0.5402
1359,9,26.4,Customer Support,Entry,1,0.18,0,61.733,61.733,67.093,5.36,0.3205
1360,16,31.93,HR,Mid,0.21,0.92,0,79.937,79.937,85.677,5.74,0.8851
1361,7,38.27,Operations,Manager,0.41,0.2,1,69.361,65.061,69.361,4.3,0.496
1362,13,31.5,Sales,Manager,0.43,0.63,1,76.001,69.741,76.001,6.26,0.7422
1363,10,27.9,Legal,Senior,0.31,0.09,0,62.635,62.635,66.715,4.08,0.3629
1364,11,30.71,Finance,Senior,0.03,0.18,0,64.264,64.264,68.524,4.26,0.499
1365,12,34.37,Marketing,Entry,0.54,0.39,1,73.154,67.374,73.154,5.78,0.6898
1366,8,28.63,Legal,Manager,0.48,0.78,0,62.767,62.767,68.227,5.46,0.5272
1367,9,32.98,Sales,Mid,0.08,0.85,0,67.676,67.676,74.376,6.7,0.6852
1368,9,27.25,Customer Support,Entry,0.94,0.51,0,63.086,63.086,69.106,6.02,0.4468
1369,6,41.01,Operations,Mid,0.88,0.7,1,71.457,66.157,71.457,5.3,0.6794
1370,7,40.98,Finance,Entry,0.31,0.41,1,69.145,64.425,69.145,4.72,0.6276
1371,8,23.35,Marketing,Senior,0.09,0.29,1,66.594,61.014,66.594,5.58,0.2587
1372,6,40.85,Legal,Entry,0.66,0.43,1,70.174,65.414,70.174,4.76,0.5888
1373,9,37.63,Operations,Manager,0.96,0.78,1,76.389,70.929,76.389,5.46,0.7501
1374,10,32.41,Customer Support,Manager,0.24,0.81,1,75.084,68.464,75.084,6.62,0.7007
1375,9,31.63,Customer Support,Senior,0,0.99,0,66.09,66.09,73.07,6.98,0.7012
1376,11,29.66,Engineering,Manager,0.75,0.97,1,71.81,65.97,71.81,5.84,0.7325
1377,8,40.35,HR,Mid,0.13,0.16,0,64.366,64.366,68.586,4.22,0.5733
1378,8,30.94,Sales,Mid,0,0.52,1,67.332,61.292,67.332,6.04,0.488
1379,10,27.62,Legal,Senior,0.75,0.45,0,63.271,63.271,68.071,4.8,0.479
1380,14,37.23,Marketing,Mid,0.19,1.0,1,82.748,75.748,82.748,7.0,0.9064
1381,10,31.01,Customer Support,Senior,0.52,0.59,0,64.034,64.034,70.214,6.18,0.6027
1382,9,25.0,HR,Mid,0.69,0.89,1,69.38,63.7,69.38,5.68,0.529
1383,10,28.67,Legal,Entry,0.78,0.05,1,67.831,63.831,67.831,4.0,0.366
1384,8,31.28,Sales,Entry,0.55,0.03,1,64.834,59.774,64.834,5.06,0.3312
1385,2,32.52,Customer Support,Mid,0.89,0.41,0,53.615,53.615,59.435,5.82,0.2425
1386,9,28.03,Finance,Senior,0.19,0.91,0,64.238,64.238,69.958,5.72,0.6027
1387,14,39.78,Operations,Mid,0.5,0.95,1,78.923,73.123,78.923,5.8,0.9191
1388,7,38.73,Marketing,Entry,0,0.96,1,71.553,64.633,71.553,6.92,0.7483
1389,5,20.23,Engineering,Entry,0.21,0.03,0,54.616,54.616,58.576,3.96,0.0964
1390,11,25.13,Legal,Entry,0.02,0.91,1,77.502,71.782,77.502,5.72,0.6261
1391,7,40.97,Sales,Mid,0.36,0.43,1,69.911,64.051,69.911,5.86,0.6341
1392,15,30.07,Finance,Manager,0.37,0.53,1,76.048,71.088,76.048,4.96,0.7593
1393,12,34.91,Sales,Mid,0.33,0.54,1,74.554,68.474,74.554,6.08,0.7423
1394,11,28.95,Legal,Mid,0,0.34,1,70.245,65.665,70.245,4.58,0.5154
1395,5,26.39,Operations,Senior,0.65,0.55,1,64.069,59.069,64.069,5.0,0.278
1396,16,29.77,Finance,Senior,0.9,0.5,1,73.668,68.768,73.668,4.9,0.7789
1397,11,42.83,HR,Entry,0.32,0.11,0,68.972,68.972,73.092,4.12,0.7288
1398,6,31.59,Sales,Manager,0.55,0.67,0,59.922,59.922,66.262,6.34,0.4652
1399,7,27.93,Operations,Senior,1,0.3,0,57.102,57.102,61.602,4.5,0.3086
1400,10,37.22,HR,Entry,0.48,0.99,1,75.702,69.822,75.702,5.88,0.8228
1401,11,31.43,Sales,Mid,0.25,0.3,0,66.913,66.913,72.513,5.6,0.5569
1402,4,30.63,Customer Support,Senior,0.26,0.1,1,60.583,55.383,60.583,5.2,0.2004
1403,8,33.27,Engineering,Senior,0.49,0.38,0,62.456,62.456,67.116,4.66,0.4917
1404,6,38.77,Marketing,Mid,0.26,0.75,1,71.27,64.77,71.27,6.5,0.6501
1405,6,33.01,Finance,Entry,0.46,0.41,0,61.229,61.229,65.949,4.72,0.4074
1406,5,28.65,Customer Support,Senior,0.63,0.73,0,58.794,58.794,65.254,6.46,0.3777
1407,14,42.47,Operations,Mid,0.94,0.24,1,77.852,73.472,77.852,4.38,0.8427
1408,12,37.31,Marketing,Entry,1,0.47,1,75.864,69.924,75.864,5.94,0.7641
1409,10,34.58,Finance,Mid,0,0.24,0,67.61,67.61,71.99,4.38,0.5617
1410,11,29.97,Sales,Entry,0.24,0.85,1,73.86,67.16,73.86,6.7,0.7042
1411,13,25.26,Operations,Manager,0.74,0.81,0,70.471,70.471,75.991,5.52,0.6786
1412,7,37.48,Legal,Mid,0.68,0.42,1,68.895,64.155,68.895,4.74,0.555
1413,6,39.23,Engineering,Manager,0.83,0.18,0,62.451,62.451,66.711,4.26,0.4657
1414,12,36.27,Sales,Mid,0.85,0.34,1,79.781,74.101,79.781,5.68,0.7109
1415,11,34.18,Legal,Entry,1,0.35,0,66.791,66.791,71.391,4.6,0.6333
1416,11,41.23,Operations,Senior,0.35,0.54,1,74.96,69.98,74.96,4.98,0.8095
1417,6,40.16,Operations,Manager,0.79,0.28,0,62.541,62.541,67.001,4.46,0.5216
1418,10,45.45,Marketing,Mid,0.95,0.26,1,73.36,67.84,73.36,5.52,0.778
1419,9,44.65,Sales,Manager,0.36,0.19,1,71.444,66.064,71.444,5.38,0.7118
1420,14,31.1,HR,Mid,0.59,0.9,1,75.963,70.263,75.963,5.7,0.8291
1421,16,50.64,HR,Senior,0.18,0.28,1,81.129,76.669,81.129,4.46,0.9443
1422,11,56.86,Customer Support,Entry,0.1,0.04,1,78.349,73.269,78.349,5.08,0.896
1423,5,28.19,Marketing,Manager,0.26,0.5,0,56.563,56.563,62.563,6.0,0.2968
1424,7,36.38,Marketing,Senior,0.01,0.59,0,65.551,65.551,71.731,6.18,0.5892
1425,16,32.12,Marketing,Senior,0.91,0.35,1,76.626,70.926,76.626,5.7,0.7792
1426,7,27.91,Legal,Senior,0.17,0.11,0,60.968,60.968,65.088,4.12,0.2546
1427,10,44.5,Finance,Mid,0.56,0.54,1,72.063,67.083,72.063,4.98,0.8265
1428,14,33.8,HR,Entry,0.19,0.99,1,80.229,74.349,80.229,5.88,0.8752
1429,12,28.95,Operations,Mid,0.48,0.4,1,70.986,66.286,70.986,4.7,0.5806
1430,10,24.26,Legal,Mid,0.38,0.66,1,69.627,64.407,69.627,5.22,0.4769
1431,8,36.84,Sales,Senior,0.38,0.56,1,70.123,64.003,70.123,6.12,0.6318
1432,10,29.82,Customer Support,Mid,0.64,0.31,0,62.396,62.396,68.016,5.62,0.4796
1433,13,31.29,Sales,Manager,0.62,0.51,1,73.234,67.214,73.234,6.02,0.7048
1434,12,31.13,Marketing,Entry,0.96,0.19,0,67.659,67.659,73.039,5.38,0.5567
1435,13,27.9,Legal,Senior,0.42,0.36,0,69.242,69.242,73.862,4.62,0.5878
1436,10,35.67,Customer Support,Mid,0.02,0.86,0,69.963,69.963,76.683,6.72,0.771
1437,5,34.92,Marketing,Manager,0.11,0.65,0,62.247,62.247,68.547,6.3,0.4882
1438,16,29.22,Customer Support,Senior,0.54,0.03,0,66.861,66.861,71.921,5.06,0.6346
1439,10,22.45,Finance,Senior,0.79,0.24,1,65.951,61.571,65.951,4.38,0.3008
1440,7,43.71,Legal,Senior,0.6,0.25,0,65.966,65.966,70.366,4.4,0.6327
1441,6,28.58,Sales,Senior,0.76,0.56,0,63.358,63.358,69.478,6.12,0.3627
1442,6,41.51,Legal,Mid,1,0.81,1,67.938,62.418,67.938,5.52,0.7212
1443,10,30.16,Legal,Mid,0.32,0.08,0,61.416,61.416,65.476,4.06,0.4076
1444,12,40.61,Marketing,Entry,0,0.17,0,68.217,68.217,73.557,5.34,0.7413
1445,7,35.23,Marketing,Manager,0.29,0.99,1,72.193,65.213,72.193,6.98,0.6935
1446,9,33.99,Sales,Entry,0,0.83,1,75.691,69.031,75.691,6.66,0.6986
1447,15,39.15,Finance,Entry,0.3,0.02,0,74.345,74.345,78.285,3.94,0.7775
1448,12,44.09,Finance,Entry,0.41,0.86,1,77.697,72.077,77.697,5.62,0.9115
1449,7,31.75,Legal,Mid,0.17,0.45,1,66.139,61.339,66.139,4.8,0.4373
1450,12,21.61,Operations,Manager,0.72,0.37,0,63.364,63.364,68.004,4.64,0.4068
1451,4,31.83,HR,Manager,0.99,0.44,0,64.185,64.185,68.965,4.78,0.3102
1452,12,37.74,Legal,Entry,0.68,0.61,1,75.582,70.462,75.582,5.12,0.8038
1453,7,34.71,Finance,Manager,0.2,0.47,0,63.214,63.214,68.054,4.84,0.5104
1454,7,37.46,Customer Support,Manager,0.72,0.39,0,62.826,62.826,68.606,5.78,0.5441
1455,13,24.89,Legal,Manager,0.74,0.5,0,66.228,66.228,71.128,4.9,0.5695
1456,7,22.47,Operations,Manager,0.41,0.44,0,59.533,59.533,64.313,4.78,0.2495
1457,4,27.24,Legal,Manager,0.56,0.79,0,62.147,62.147,67.627,5.48,0.3268
1458,10,30.96,Customer Support,Mid,0.28,0.78,1,75.954,69.394,75.954,6.56,0.6633
1459,13,30.48,Operations,Manager,0.85,0.93,1,74.559,68.799,74.559,5.76,0.7998
1460,11,30.51,Sales,Manager,0.37,0.9,1,76.102,69.302,76.102,6.8,0.7282
1461,10,34.61,Engineering,Mid,0.07,0.88,1,75.325,69.665,75.325,5.66,0.7589
1462,10,30.34,Legal,Mid,0.8,0.89,0,65.42,65.42,71.1,5.68,0.685
1463,15,33.91,Finance,Senior,0.43,0.82,1,79.532,73.992,79.532,5.54,0.8698
1464,8,30.86,Sales,Manager,0.63,0.07,0,60.575,60.575,65.715,5.14,0.3353
1465,6,29.26,Customer Support,Mid,0.25,0.08,0,58.084,58.084,63.244,5.16,0.2361
1466,12,29.53,Legal,Senior,0.87,0.64,0,66.301,66.301,71.481,5.18,0.6712
1467,8,44.64,Legal,Entry,0.09,0.77,1,72.971,67.531,72.971,5.44,0.8229
1468,9,31.19,HR,Manager,0.49,0.72,1,69.972,64.632,69.972,5.34,0.607
1469,8,33.11,Finance,Manager,0.84,0.01,0,62.608,62.608,66.528,3.92,0.3622
1470,13,46.82,HR,Mid,0.8,0.85,1,83.16,77.56,83.16,5.6,0.9396
1471,14,38.42,Marketing,Manager,0,0.27,1,74.641,69.101,74.641,5.54,0.7951
1472,6,41.85,Legal,Entry,1,0.55,0,67.776,67.776,72.776,5.0,0.6494
1473,11,35.52,HR,Entry,1,0.4,1,72.897,68.197,72.897,4.7,0.6762
1474,12,45.54,Marketing,Manager,0.07,0.98,1,84.779,77.819,84.779,6.96,0.9328
1475,9,37.57,Customer Support,Senior,0.3,0.81,1,74.641,68.021,74.641,6.62,0.7569
1476,12,40.68,Marketing,Manager,0.9,0.75,1,78.722,72.222,78.722,6.5,0.8666
1477,8,29.91,Sales,Mid,0.27,0.41,1,67.655,61.835,67.655,5.82,0.4271
1478,10,30.27,HR,Senior,0.3,0.85,1,72.94,67.34,72.94,5.6,0.6713
1479,11,34.72,Engineering,Mid,0.38,0.81,1,72.295,66.775,72.295,5.52,0.7754
1480,6,28.62,Legal,Entry,0.71,0.06,0,55.595,55.595,59.615,4.02,0.2209
1481,14,46.8,Operations,Manager,0.31,0.69,1,81.681,76.401,81.681,5.28,0.9369
1482,10,39.69,Engineering,Entry,0.74,0.95,1,76.593,70.793,76.593,5.8,0.8458
1483,10,38.35,Operations,Manager,0.48,0.2,0,66.831,66.831,71.131,4.3,0.6298
1484,10,29.16,Finance,Manager,0.96,0.78,0,64.495,64.495,69.955,5.46,0.6262
1485,10,42.2,Legal,Entry,0.76,0.58,1,75.297,70.237,75.297,5.06,0.8038
1486,10,20,HR,Mid,0.66,0.15,0,56.212,56.212,60.412,4.2,0.2333
1487,12,33.16,Engineering,Mid,0.16,0.36,0,71.542,71.542,76.162,4.62,0.6567
1488,15,40.34,Operations,Entry,0.25,0.91,1,80.521,74.801,80.521,5.72,0.9312
1489,12,30.77,HR,Entry,0.68,0.99,1,75.898,70.018,75.898,5.88,0.7884
1490,11,32.41,Legal,Manager,0.21,0.44,1,71.552,66.772,71.552,4.78,0.6254
1491,10,32.51,Finance,Mid,0.42,0.7,1,72.186,66.886,72.186,5.3,0.6694
1492,12,38.54,HR,Senior,0.52,0.54,1,79.334,74.354,79.334,4.98,0.7997
1493,11,38.93,Engineering,Entry,0.86,1.0,1,76.976,71.076,76.976,5.9,0.8681
1494,9,37.39,Marketing,Manager,0.56,0.61,1,70.592,64.372,70.592,6.22,0.6983
1495,8,34.29,Operations,Manager,0.67,0.1,1,67.626,63.526,67.626,4.1,0.4173
1496,12,36.51,Operations,Manager,0.73,0.72,1,77.977,72.637,77.977,5.34,0.8106
1497,11,37.51,Finance,Manager,0.39,0.56,1,73.422,68.402,73.422,5.02,0.7576
1498,9,33.49,Engineering,Mid,1,0.94,1,73.712,67.932,73.712,5.78,0.7211
1499,5,36.2,Operations,Senior,0.54,0.44,1,65.544,60.764,65.544,4.78,0.4437
1500,11,30.55,Sales,Manager,0.56,0.35,1,73.328,67.628,73.328,5.7,0.5547
1501,10,38.14,Operations,Senior,0.76,0.28,1,69.088,64.628,69.088,4.46,0.6513
1502,8,34.74,Legal,Manager,0.44,0.49,0,64.376,64.376,69.256,4.88,0.5629
1503,11,25.32,Legal,Entry,0.88,0.35,0,65.329,65.329,69.929,4.6,0.4376
1504,11,35.64,HR,Manager,0.29,0.61,1,74.213,69.093,74.213,5.12,0.7392
1505,11,33.38,Operations,Mid,0.37,0.93,0,68.456,68.456,74.216,5.76,0.7836
1506,5,45.01,Finance,Entry,0.88,0.05,1,66.111,62.111,66.111,4.0,0.5051
1507,9,26.52,Sales,Mid,0,0.83,1,70.779,64.119,70.779,6.66,0.542
1508,9,32.68,Finance,Mid,0.71,0.49,1,67.255,62.375,67.255,4.88,0.5614
1509,11,36.08,Finance,Entry,0.0,0.02,0,66.941,66.941,70.881,3.94,0.5634
1510,12,25.06,Engineering,Manager,0.69,0.83,0,66.109,66.109,71.669,5.56,0.6404
1511,10,45.58,Operations,Mid,0.28,0.23,0,68.404,68.404,72.764,4.36,0.7728
1512,13,39.15,Sales,Entry,0.34,0.1,1,73.411,68.211,73.411,5.2,0.7318
1513,6,45.47,Engineering,Mid,0.1,0.51,0,66.157,66.157,71.077,4.92,0.708
1514,7,21.71,Sales,Senior,0.06,0.78,1,64.396,57.836,64.396,6.56,0.333
1515,11,30.2,Customer Support,Entry,0.05,0.62,1,72.236,65.996,72.236,6.24,0.6379
1516,6,37.43,Legal,Entry,0.41,0.06,0,60.191,60.191,64.211,4.02,0.3854
1517,11,28.86,Legal,Mid,0.55,0.61,0,66.866,66.866,71.986,5.12,0.6063
1518,5,39.95,Customer Support,Senior,0.4,0.76,0,65.724,65.724,72.244,6.52,0.6364
1519,16,33.76,Legal,Manager,0.46,0.31,0,71.935,71.935,76.455,4.52,0.7946
1520,8,39.91,Engineering,Senior,0.64,0.58,1,68.529,63.469,68.529,5.06,0.6993
1521,12,29.86,Sales,Manager,1,0.08,0,65.232,65.232,70.392,5.16,0.4899
1522,9,32.18,HR,Senior,0.47,0.93,1,73.415,67.655,73.415,5.76,0.6939
1523,9,50.02,Marketing,Senior,0.51,0.93,1,78.573,71.713,78.573,6.86,0.9186
1524,10,50.51,Operations,Mid,0.36,0.11,1,72.135,68.015,72.135,4.12,0.8176
1525,13,45.25,Marketing,Entry,0.92,0.76,1,81.028,74.508,81.028,6.52,0.9225
1526,11,34.25,Finance,Manager,0.36,0.12,1,69.069,64.929,69.069,4.14,0.5575
1527,7,38.69,Operations,Entry,0.11,0.79,0,68.92,68.92,74.4,5.48,0.7001
1528,10,37.65,Sales,Entry,0.63,0.41,1,73.05,67.23,73.05,5.82,0.6819
1529,12,45.39,HR,Mid,0.49,0.97,1,80.903,75.063,80.903,5.84,0.9311
1530,8,26.62,Marketing,Manager,0.57,0.86,1,69.719,62.999,69.719,6.72,0.51
1531,8,35.9,Operations,Mid,0.42,0.79,0,67.262,67.262,72.742,5.48,0.6851
1532,8,31.3,HR,Entry,0.89,0.27,0,61.075,61.075,65.515,4.44,0.4098
1533,9,33.57,Sales,Manager,0.55,0.54,0,64.9,64.9,70.98,6.08,0.598
1534,8,47.54,Marketing,Manager,0.65,0.17,0,66.407,66.407,71.747,5.34,0.7224
1535,8,44.88,HR,Entry,0.25,0.56,1,77.42,72.4,77.42,5.02,0.7796
1536,11,33.73,Sales,Manager,0.27,0.1,0,67.64,67.64,72.84,5.2,0.5389
1537,9,35.83,Engineering,Mid,0.64,0.38,1,67.531,62.871,67.531,4.66,0.593
1538,10,31.57,HR,Mid,0.03,0.84,1,74.176,68.596,74.176,5.58,0.6937
1539,9,29.64,HR,Senior,1,0.11,1,68.012,63.892,68.012,4.12,0.3639
1540,9,31.92,Legal,Manager,1,0.67,1,70.481,65.241,70.481,5.24,0.6061
1541,12,38.26,HR,Entry,0.6,0.12,0,71.611,71.611,75.751,4.14,0.6839
1542,15,37.53,Marketing,Entry,0.73,0.62,1,81.915,75.675,81.915,6.24,0.875
1543,9,28.33,Marketing,Senior,0.87,0.45,0,62.869,62.869,68.769,5.9,0.45
1544,11,30.09,Sales,Entry,0.32,0.14,0,65.665,65.665,70.945,5.28,0.471
1545,5,27.2,Engineering,Manager,0.03,0.3,0,55.371,55.371,59.871,4.5,0.2259
1546,18,20,Engineering,Entry,0.42,0.57,0,69.381,69.381,74.421,5.04,0.698
